Date,Close
13-Jul-07,15272.72
16-Jul-07,15311.22
17-Jul-07,15289.82
18-Jul-07,15301.17
19-Jul-07,15550.13
20-Jul-07,15565.55
23-Jul-07,15732.2
24-Jul-07,15794.92
25-Jul-07,15699.33
26-Jul-07,15776.31
27-Jul-07,15234.57
30-Jul-07,15260.91
31-Jul-07,15550.99
1-Aug-07,14935.77
2-Aug-07,14985.7
3-Aug-07,15138.4
6-Aug-07,14903.03
7-Aug-07,14932.77
8-Aug-07,15307.98
9-Aug-07,15100.15
10-Aug-07,14868.25
13-Aug-07,15017.21
14-Aug-07,15000.91
16-Aug-07,14358.21
17-Aug-07,14141.52
20-Aug-07,14427.55
21-Aug-07,13989.11
22-Aug-07,14248.66
23-Aug-07,14163.98
24-Aug-07,14424.87
27-Aug-07,14842.38
28-Aug-07,14919.19
29-Aug-07,14993.04
30-Aug-07,15121.74
31-Aug-07,15318.6
3-Sep-07,15422.05
4-Sep-07,15465.4
5-Sep-07,15446.15
6-Sep-07,15616.31
7-Sep-07,15590.42
10-Sep-07,15596.83
11-Sep-07,15542.77
12-Sep-07,15505.36
13-Sep-07,15614.44
14-Sep-07,15603.8
17-Sep-07,15504.43
18-Sep-07,15669.12
19-Sep-07,16322.75
20-Sep-07,16347.95
21-Sep-07,16564.23
24-Sep-07,16845.83
25-Sep-07,16899.54
26-Sep-07,16921.39
27-Sep-07,17150.56
28-Sep-07,17291.1
1-Oct-07,17328.62
3-Oct-07,17847.04
4-Oct-07,17777.14
5-Oct-07,17773.36
8-Oct-07,17491.39
9-Oct-07,18280.24
10-Oct-07,18658.25
11-Oct-07,18814.07
12-Oct-07,18419.04
15-Oct-07,19058.67
16-Oct-07,19051.86
17-Oct-07,18715.82
18-Oct-07,17998.39
19-Oct-07,17559.98
22-Oct-07,17613.99
23-Oct-07,18492.84
24-Oct-07,18512.91
25-Oct-07,18770.89
26-Oct-07,19243.17
29-Oct-07,19977.67
30-Oct-07,19783.51
31-Oct-07,19837.99
1-Nov-07,19724.35
2-Nov-07,19976.23
5-Nov-07,19590.78
6-Nov-07,19400.67
7-Nov-07,19289.83
8-Nov-07,19058.93
9-Nov-07,18907.6
12-Nov-07,18737.27
13-Nov-07,19035.48
14-Nov-07,19929.06
15-Nov-07,19784.89
16-Nov-07,19698.36
19-Nov-07,19633.36
20-Nov-07,19280.8
21-Nov-07,18602.62
22-Nov-07,18526.32
23-Nov-07,18852.87
26-Nov-07,19247.54
27-Nov-07,19127.73
28-Nov-07,18938.87
29-Nov-07,19003.26
30-Nov-07,19363.19
3-Dec-07,19603.41
4-Dec-07,19529.5
5-Dec-07,19738.07
6-Dec-07,19795.87
7-Dec-07,19966
10-Dec-07,19930.68
11-Dec-07,20290.89
12-Dec-07,20375.87
13-Dec-07,20104.39
14-Dec-07,20030.83
17-Dec-07,19261.35
18-Dec-07,19079.64
19-Dec-07,19091.96
20-Dec-07,19162.57
24-Dec-07,19854.12
26-Dec-07,20192.52
27-Dec-07,20216.72
28-Dec-07,20206.95
31-Dec-07,20286.99
1-Jan-08,20300.71
2-Jan-08,20465.3
3-Jan-08,20345.2
4-Jan-08,20686.89
7-Jan-08,20812.65
8-Jan-08,20873.33
9-Jan-08,20869.78
10-Jan-08,20582.08
11-Jan-08,20827.45
14-Jan-08,20728.05
15-Jan-08,20251.09
16-Jan-08,19868.11
17-Jan-08,19700.82
18-Jan-08,19013.7
21-Jan-08,17605.35
22-Jan-08,16729.94
23-Jan-08,17594.07
24-Jan-08,17221.74
25-Jan-08,18361.66
28-Jan-08,18152.78
29-Jan-08,18091.94
30-Jan-08,17758.64
31-Jan-08,17648.71
1-Feb-08,18242.58
4-Feb-08,18660.32
5-Feb-08,18663.16
6-Feb-08,18139.49
7-Feb-08,17526.93
8-Feb-08,17464.89
11-Feb-08,16630.91
12-Feb-08,16608.01
13-Feb-08,16949.14
14-Feb-08,17766.63
15-Feb-08,18115.25
18-Feb-08,18048.05
19-Feb-08,18075.66
20-Feb-08,17617.6
21-Feb-08,17734.68
22-Feb-08,17349.07
25-Feb-08,17650.57
